id_client,provincia,familia,segment_client,share_of_wallet_12m,dies_sense_compra,cicle_habitual_dies,potencial_anual_eur,z_score_retard,genera_alerta,tipus_alerta,impacte_recuperable_eur,urgencia,motiu_explicat
1000072995,Sevilla,Anestesia,promiscu,0.404,34,547.7,3410.04,-2.22,False,,,,
1000073092,Girona,Anestesia,perdut,0.416,265,,3410.04,,False,,,,
1000073092,Girona,Bioseguridad,fidel,1.42,54,154.0,1667.34,-1.31,False,,,,
1000073093,Madrid,Anestesia,promiscu,0.493,67,163.4,3410.04,-1.25,False,,,,
1000073093,Madrid,Bioseguridad,perdut,0.0,787,,1667.34,,False,,,,
1000073109,Málaga,Anestesia,perdut,0.307,200,,2223.12,,False,,,,
1000073138,Granada,Anestesia,promiscu,0.531,17,333.8,2223.12,-1.73,False,,,,
1000073191,La Rioja,Anestesia,fidel,0.952,60,92.6,2223.12,-0.97,False,,,,
1000073191,La Rioja,Bioseguridad,perdut,0.0,1679,,1086.44,,False,,,,
1000073194,Valencia,Anestesia,fidel,2.96,39,106.9,2223.12,-2.49,False,,,,
1000073208,Valencia,Anestesia,perdut,0.337,278,,3410.04,,False,,,,
1000073208,Valencia,Bioseguridad,promiscu,0.525,13,191.4,1667.34,-1.48,False,,,,
1000073231,Toledo,Anestesia,perdut,0.737,279,,1802.36,,False,,,,
1000073231,Toledo,Bioseguridad,perdut,0.687,181,,879.2,,False,,,,
1000073234,Huelva,Anestesia,perdut,0.491,159,,2223.12,,False,,,,
1000073237,Sevilla,Anestesia,fidel,0.909,69,218.5,3410.04,-1.14,False,,,,
1000073361,Albacete,Anestesia,promiscu,0.533,60,425.8,2223.12,-1.65,False,,,,
1000073390,Málaga,Anestesia,perdut,0.0,1327,,1802.36,,False,,,,
1000073407,Madrid,Anestesia,perdut,0.0,922,,1802.36,,False,,,,
1000073407,Madrid,Bioseguridad,marginal,0.0,1677,,879.2,,False,,,,
1000073464,Albacete,Anestesia,perdut,0.0,1789,,2223.12,,False,,,,
1000073476,Madrid,Anestesia,marginal,0.242,17,,6820.08,,False,,,,
1000073476,Madrid,Bioseguridad,promiscu,0.393,17,661.5,3334.68,-0.88,False,,,,
1000073487,Valencia,Anestesia,perdut,0.0,391,,3410.04,,False,,,,
1000073493,Madrid,Anestesia,perdut,0.416,144,,3410.04,,False,,,,
1000073493,Madrid,Bioseguridad,fidel,1.36,25,95.0,1667.34,-3.02,False,,,,
1000073509,Alicante,Anestesia,perdut,0.272,186,,3410.04,,False,,,,
1000073509,Alicante,Bioseguridad,marginal,0.0,783,,1667.34,,False,,,,
1000073521,Madrid,Anestesia,fidel,1.147,47,113.3,3410.04,-3.93,False,,,,
1000073529,Asturias,Anestesia,fidel,1.027,38,227.0,4546.72,-1.49,False,,,,
1000073530,Madrid,Anestesia,perdut,0.16,91,,2223.12,,False,,,,
1000073574,Cuenca,Anestesia,fidel,1.494,27,122.3,3410.04,-1.59,False,,,,
1000073587,Valencia,Anestesia,perdut,0.377,175,,3410.04,,False,,,,
1000073587,Valencia,Bioseguridad,marginal,0.0,937,,1667.34,,False,,,,
1000073611,Alicante,Anestesia,perdut,0.346,104,,3410.04,,False,,,,
1000073638,Madrid,Anestesia,perdut,0.0,698,,2223.12,,False,,,,
1000073640,A Coruña,Anestesia,perdut,0.246,347,,1802.36,,False,,,,
1000073653,Badajoz,Anestesia,perdut,0.0,468,,2223.12,,False,,,,
1000073655,Valladolid,Anestesia,perdut,0.414,249,,2223.12,,False,,,,
1000073679,Málaga,Anestesia,promiscu,0.495,56,125.4,2223.12,-1.87,False,,,,
1000073681,Ciudad Real,Anestesia,perdut,0.0,444,,2223.12,,False,,,,
1000073682,Madrid,Anestesia,perdut,0.371,195,,2223.12,,False,,,,
1000073690,Alicante,Anestesia,perdut,0.253,269,,1802.36,,False,,,,
1000073701,Almería,Anestesia,promiscu,0.655,45,68.9,2223.12,-0.76,False,,,,
1000073706,Ciudad Real,Anestesia,fidel,0.962,35,158.2,2223.12,-1.85,False,,,,
1000073706,Ciudad Real,Bioseguridad,promiscu,0.373,35,211.4,1086.44,-0.87,False,,,,
1000073734,Cádiz,Anestesia,promiscu,0.387,53,115.5,3410.04,-0.84,False,,,,
1000073798,Las Palmas,Anestesia,perdut,0.0,1793,,2223.12,,False,,,,
1000073805,Madrid,Anestesia,perdut,0.133,294,,1802.36,,False,,,,
1000073815,Barcelona,Anestesia,promiscu,0.403,28,357.0,1802.36,-0.96,False,,,,
1000073845,Barcelona,Anestesia,perdut,0.654,117,,3410.04,,False,,,,
1000073849,Alicante,Anestesia,perdut,0.425,105,,3410.04,,False,,,,
1000073887,Madrid,Anestesia,marginal,0.0,1610,,2223.12,,False,,,,
1000073926,A Coruña,Anestesia,fidel,1.246,28,205.4,2223.12,-1.56,False,,,,
1000073926,A Coruña,Bioseguridad,nou,0.305,28,,1086.44,,False,,,,
1000073944,Granada,Anestesia,perdut,0.598,173,,2223.12,,False,,,,
1000073944,Granada,Bioseguridad,perdut,0.373,173,,1086.44,,False,,,,
1000073970,Madrid,Anestesia,marginal,0.063,185,,2223.12,,False,,,,
1000073971,Madrid,Bioseguridad,fidel,1.471,53,103.0,1086.44,-1.16,False,,,,
1000073983,Alicante,Anestesia,fidel,0.861,48,64.8,3410.04,-0.49,False,,,,
1000073996,Alicante,Anestesia,marginal,0.177,28,,2223.12,,False,,,,
1000074004,Castellón,Anestesia,promiscu,0.478,82,316.4,2223.12,-3.54,False,,,,
1000074004,Castellón,Bioseguridad,perdut,0.0,392,,1086.44,,False,,,,
1000074005,,Anestesia,perdut,0.0,1125,,2223.12,,False,,,,
1000074005,,Bioseguridad,perdut,0.0,535,,1086.44,,False,,,,
1000074035,Huesca,Bioseguridad,fidel,1.477,46,347.4,1086.44,-0.68,False,,,,
1000074067,Granada,Anestesia,perdut,0.0,452,,1802.36,,False,,,,
1000074089,Las Palmas,Anestesia,marginal,0.032,90,,2223.12,,False,,,,
1000074089,Las Palmas,Bioseguridad,fidel,1.236,28,411.2,1086.44,-0.92,False,,,,
1000074102,Valencia,Anestesia,fidel,1.055,66,110.6,2223.12,-1.34,False,,,,
1000074113,Zaragoza,Anestesia,en_risc,0.979,47,57.7,3410.04,-0.4,True,caiguda_share,69.96,mitja,"Client en_risc de Anestesia (Share 12m: 98%). El seu cicle de compra és de 58 dies. Porta 47 dies sense comprar (-11 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000074113,Zaragoza,Bioseguridad,perdut,0.0,426,,1667.34,,False,,,,
1000074144,Barcelona,Anestesia,perdut,0.0,1042,,2223.12,,False,,,,
1000074178,Sta.Cruz Tenerife,Anestesia,perdut,0.0,1423,,2223.12,,False,,,,
1000074180,Alicante,Anestesia,fidel,1.776,46,143.0,2223.12,-5.28,False,,,,
1000074185,A Coruña,Anestesia,marginal,0.234,270,,5683.4,,False,,,,
1000074185,A Coruña,Bioseguridad,promiscu,0.26,56,,2778.9,,False,,,,
1000074220,Cantabria,Anestesia,perdut,0.0,801,,2223.12,,False,,,,
1000074224,Sevilla,Anestesia,fidel,1.673,32,81.7,2223.12,-1.41,False,,,,
1000074335,Madrid,Anestesia,perdut,0.0,1662,,2223.12,,False,,,,
1000074347,Madrid,Anestesia,perdut,0.0,392,,2223.12,,False,,,,
1000074382,A Coruña,Anestesia,perdut,0.159,206,,1802.36,,False,,,,
1000074383,Barcelona,Anestesia,perdut,0.867,173,,3410.04,,False,,,,
1000074383,Barcelona,Bioseguridad,marginal,0.0,1754,,1667.34,,False,,,,
1000074407,Pontevedra,Anestesia,perdut,0.0,375,,2223.12,,False,,,,
1000074412,Jaén,Anestesia,fidel,1.087,28,127.3,2223.12,-2.23,False,,,,
1000074412,Jaén,Bioseguridad,fidel,1.521,28,151.2,1086.44,-2.52,False,,,,
1000074435,,Anestesia,perdut,0.0,458,,4546.72,,False,,,,
1000074494,Las Palmas,Anestesia,fidel,2.134,53,66.0,2223.12,-0.47,False,,,,
1000074496,Vizcaya,Anestesia,nou,0.312,53,,3410.04,,False,,,,
1000074511,Cantabria,Anestesia,perdut,0.797,181,,2223.12,,False,,,,
1000074511,Cantabria,Bioseguridad,fidel,2.445,60,156.7,1086.44,-2.35,False,,,,
1000074517,Madrid,Anestesia,promiscu,0.514,46,102.3,2223.12,-0.98,False,,,,
1000074517,Madrid,Bioseguridad,perdut,1.746,122,,1086.44,,False,,,,
1000074521,Vizcaya,Anestesia,perdut,1.205,103,,2223.12,,False,,,,
1000074521,Vizcaya,Bioseguridad,perdut,0.0,531,,1086.44,,False,,,,
1000074566,Tarragona,Anestesia,perdut,0.0,445,,1802.36,,False,,,,
1000074567,Cádiz,Bioseguridad,marginal,0.0,440,,2223.12,,False,,,,
1000074573,A Coruña,Anestesia,marginal,0.0,1638,,1802.36,,False,,,,
1000074574,Valencia,Anestesia,marginal,0.0,1372,,3410.04,,False,,,,
1000074584,Granada,Anestesia,perdut,0.0,747,,1802.36,,False,,,,
1000074620,Almería,Anestesia,promiscu,0.39,83,106.7,3410.04,-0.62,False,,,,
1000074620,Almería,Bioseguridad,perdut,0.0,398,,1667.34,,False,,,,
1000074650,A Coruña,Anestesia,marginal,0.0,850,,2223.12,,False,,,,
1000074657,Sevilla,Anestesia,fidel,0.911,81,173.2,3410.04,-1.95,False,,,,
1000074680,Navarra,Anestesia,perdut,0.296,215,,2223.12,,False,,,,
1000074688,Pontevedra,Anestesia,perdut,0.402,209,,1802.36,,False,,,,
1000074709,Pontevedra,Anestesia,en_risc,0.62,68,141.1,3410.04,-1.3,True,caiguda_share,1297.45,mitja,"Client en_risc de Anestesia (Share 12m: 62%). El seu cicle de compra és de 141 dies. Porta 68 dies sense comprar (-73 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000074724,Lleida,Anestesia,perdut,0.393,283,,1802.36,,False,,,,
1000074737,Málaga,Anestesia,promiscu,0.495,88,263.5,2223.12,-3.04,False,,,,
1000074737,Málaga,Bioseguridad,perdut,0.0,1398,,1086.44,,False,,,,
1000074745,Asturias,Anestesia,fidel,1.173,53,228.3,2223.12,-3.49,False,,,,
1000074750,Murcia,Anestesia,fidel,1.063,56,74.5,2223.12,-0.93,False,,,,
1000074750,Murcia,Bioseguridad,perdut,0.0,803,,1086.44,,False,,,,
1000074751,Barcelona,Anestesia,marginal,0.0,1713,,1802.36,,False,,,,
1000074814,Orense,Anestesia,promiscu,0.431,83,223.1,2223.12,-2.95,False,,,,
1000074901,Sta.Cruz Tenerife,Anestesia,perdut,0.0,476,,2223.12,,False,,,,
1000074924,Valladolid,Anestesia,promiscu,0.638,47,295.2,2223.12,-1.54,False,,,,
1000074929,Jaén,Anestesia,marginal,0.0,1735,,2223.12,,False,,,,
1000074943,Madrid,Anestesia,perdut,0.377,271,,3410.04,,False,,,,
1000074943,Madrid,Bioseguridad,promiscu,0.398,19,,1667.34,,False,,,,
1000074976,Valencia,Anestesia,perdut,0.188,222,,3410.04,,False,,,,
1000075038,La Rioja,Anestesia,promiscu,0.459,70,199.7,2223.12,-3.76,False,,,,
1000075039,Madrid,Anestesia,fidel,0.836,27,,2223.12,,False,,,,
1000075104,Barcelona,Anestesia,fidel,1.195,28,446.7,2223.12,-1.56,False,,,,
1000075127,Zaragoza,Anestesia,fidel,0.904,63,227.4,3410.04,-1.07,False,,,,
1000075164,Madrid,Anestesia,perdut,0.272,238,,2223.12,,False,,,,
1000075170,Baleares,Anestesia,perdut,0.624,98,,2223.12,,False,,,,
1000075173,Madrid,Anestesia,perdut,0.0,412,,1802.36,,False,,,,
1000075175,Madrid,Anestesia,marginal,0.124,27,,2223.12,,False,,,,
1000075176,Asturias,Anestesia,fidel,1.732,12,182.9,2223.12,-3.0,False,,,,
1000075177,Badajoz,Anestesia,fidel,2.376,0,59.7,2223.12,-1.49,False,,,,
1000075177,Badajoz,Bioseguridad,perdut,0.366,222,,1086.44,,False,,,,
1000075184,Madrid,Anestesia,promiscu,0.369,28,160.5,2223.12,-1.54,False,,,,
1000075184,Madrid,Bioseguridad,perdut,0.0,956,,1086.44,,False,,,,
1000075190,Alicante,Anestesia,marginal,0.0,1369,,1802.36,,False,,,,
1000075218,Sevilla,Anestesia,fidel,0.83,27,218.9,2223.12,-0.68,False,,,,
1000075238,Cádiz,Anestesia,perdut,0.36,321,,2223.12,,False,,,,
1000075238,Cádiz,Bioseguridad,perdut,0.0,635,,1086.44,,False,,,,
1000075241,Madrid,Anestesia,promiscu,0.266,73,,2223.12,,False,,,,
1000075253,Alicante,Bioseguridad,marginal,0.081,159,,1667.34,,False,,,,
1000075255,Valencia,Bioseguridad,fidel,6.262,7,55.3,1086.44,-1.34,False,,,,
1000075266,Alicante,Anestesia,promiscu,0.598,32,372.8,2223.12,-24.97,False,,,,
1000075276,Toledo,Anestesia,perdut,0.517,322,,2223.12,,False,,,,
1000075277,Sevilla,Anestesia,perdut,0.442,119,,2223.12,,False,,,,
1000075277,Sevilla,Bioseguridad,perdut,1.653,119,,1086.44,,False,,,,
1000075287,Huelva,Anestesia,fidel,0.788,68,174.8,2223.12,-1.82,False,,,,
1000075293,Madrid,Anestesia,perdut,0.416,214,,2223.12,,False,,,,
1000075321,Barcelona,Anestesia,marginal,0.198,67,,2223.12,,False,,,,
1000075334,Málaga,Anestesia,perdut,0.726,350,,2223.12,,False,,,,
1000075368,A Coruña,Anestesia,perdut,0.0,371,,2223.12,,False,,,,
1000075371,Badajoz,Anestesia,fidel,1.195,53,293.8,2223.12,-3.73,False,,,,
1000075384,Asturias,Anestesia,perdut,0.903,350,,2223.12,,False,,,,
1000075385,Zaragoza,Anestesia,fidel,0.789,60,190.4,2223.12,-0.99,False,,,,
1000075385,Zaragoza,Bioseguridad,perdut,0.0,418,,1086.44,,False,,,,
1000075402,Madrid,Anestesia,perdut,0.711,180,,3410.04,,False,,,,
1000075402,Madrid,Bioseguridad,perdut,0.0,1491,,1667.34,,False,,,,
1000075403,Zaragoza,Anestesia,perdut,0.349,270,,2223.12,,False,,,,
1000075403,Zaragoza,Bioseguridad,perdut,0.407,314,,1086.44,,False,,,,
1000075405,Madrid,Anestesia,promiscu,0.319,66,395.5,2223.12,-1.2,False,,,,
1000075475,Asturias,Anestesia,perdut,0.639,119,,3410.04,,False,,,,
1000075515,Madrid,Anestesia,perdut,0.995,116,,2223.12,,False,,,,
1000075515,Madrid,Bioseguridad,perdut,0.732,117,,1086.44,,False,,,,
1000075521,Jaén,Anestesia,perdut,0.191,339,,2223.12,,False,,,,
1000075540,Las Palmas,Anestesia,marginal,0.0,622,,3410.04,,False,,,,
1000075602,León,Anestesia,perdut,0.385,251,,2223.12,,False,,,,
1000075603,Huelva,Anestesia,perdut,0.875,189,,3410.04,,False,,,,
1000075603,Huelva,Bioseguridad,perdut,0.583,189,,1667.34,,False,,,,
1000075628,Madrid,Anestesia,perdut,0.133,201,,2223.12,,False,,,,
1000075660,Zaragoza,Bioseguridad,marginal,0.224,306,,1086.44,,False,,,,
1000075662,Sta.Cruz Tenerife,Anestesia,promiscu,0.323,88,72.3,4546.72,0.37,True,reposicio_endarrerida,3078.88,mitja,Client promiscu de Anestesia (Share 12m: 32%). El seu cicle de compra és de 72 dies. Porta 88 dies sense comprar (16 dies de coll). 
1000075712,Madrid,Anestesia,perdut,0.0,1370,,1802.36,,False,,,,
1000075713,Madrid,Anestesia,perdut,1.7,96,,2223.12,,False,,,,
1000075713,Madrid,Bioseguridad,perdut,1.118,110,,1086.44,,False,,,,
1000075720,Salamanca,Anestesia,fidel,2.44,38,92.9,3410.04,-1.43,False,,,,
1000075721,A Coruña,Anestesia,perdut,0.376,115,,3410.04,,False,,,,
1000075723,Barcelona,Anestesia,perdut,0.0,1748,,4546.72,,False,,,,
1000075727,Valencia,Anestesia,promiscu,0.26,27,671.5,3410.04,-70.11,False,,,,
1000075750,Almería,Anestesia,perdut,0.0,336,,2223.12,,False,,,,
1000075779,Asturias,Anestesia,perdut,0.0,579,,2223.12,,False,,,,
1000075784,Madrid,Anestesia,perdut,0.238,216,,2223.12,,False,,,,
1000075784,Madrid,Bioseguridad,fidel,0.981,60,136.8,1086.44,-1.37,False,,,,
1000075817,Granada,Anestesia,promiscu,0.328,81,725.5,1802.36,-7.53,False,,,,
1000075819,A Coruña,Anestesia,fidel,0.756,40,73.2,3410.04,-0.81,False,,,,
1000075819,A Coruña,Bioseguridad,en_risc,1.318,40,72.0,1667.34,-0.98,True,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 132%). El seu cicle de compra és de 72 dies. Porta 40 dies sense comprar (-32 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000075835,Las Palmas,Anestesia,perdut,0.243,133,,1802.36,,False,,,,
1000075856,Madrid,Anestesia,fidel,1.178,89,137.2,2223.12,-0.86,False,,,,
1000075856,Madrid,Bioseguridad,perdut,0.0,1643,,1086.44,,False,,,,
1000075863,Valladolid,Anestesia,marginal,0.153,56,,1802.36,,False,,,,
1000075865,Barcelona,Anestesia,fidel,1.369,67,84.4,2223.12,-0.41,False,,,,
1000075869,Valencia,Anestesia,en_risc,0.818,49,81.5,3410.04,-0.95,True,caiguda_share,622.03,mitja,"Client en_risc de Anestesia (Share 12m: 82%). El seu cicle de compra és de 82 dies. Porta 49 dies sense comprar (-33 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000075900,Málaga,Anestesia,marginal,0.0,1602,,2223.12,,False,,,,
1000075908,Orense,Anestesia,perdut,0.0,572,,1802.36,,False,,,,
1000075923,Madrid,Anestesia,perdut,0.0,759,,1802.36,,False,,,,
1000075930,Soria,Anestesia,perdut,1.702,171,,2223.12,,False,,,,
1000075930,Soria,Bioseguridad,perdut,0.522,333,,1086.44,,False,,,,
1000075946,Asturias,Anestesia,promiscu,0.368,68,,1802.36,,False,,,,
1000075961,Alicante,Anestesia,perdut,0.0,392,,3410.04,,False,,,,
1000075961,Alicante,Bioseguridad,perdut,0.0,392,,1667.34,,False,,,,
1000075968,Asturias,Anestesia,perdut,0.102,341,,1802.36,,False,,,,
1000075976,Valencia,Anestesia,promiscu,0.727,39,159.1,3410.04,-0.53,False,,,,
1000075981,Almería,Anestesia,fidel,2.575,27,55.9,2223.12,-0.54,False,,,,
1000075985,Sta.Cruz Tenerife,Anestesia,marginal,0.0,1364,,1802.36,,False,,,,
1000075995,Sevilla,Anestesia,marginal,0.0,39,,2223.12,,False,,,,
1000076033,Vizcaya,Anestesia,perdut,0.0,1208,,4546.72,,False,,,,
1000076045,Sevilla,Anestesia,perdut,0.241,194,,3410.04,,False,,,,
1000076071,Vizcaya,Anestesia,perdut,0.598,172,,2223.12,,False,,,,
1000076071,Vizcaya,Bioseguridad,fidel,1.025,33,291.3,1086.44,-1.01,False,,,,
1000076080,Alicante,Anestesia,perdut,0.46,103,,3410.04,,False,,,,
1000076082,Valencia,Anestesia,perdut,0.429,243,,3410.04,,False,,,,
1000076102,Valencia,Anestesia,promiscu,0.66,18,630.0,2223.12,-6.36,False,,,,
1000076107,Murcia,Bioseguridad,promiscu,0.527,12,59.2,1667.34,-1.32,False,,,,
1000076111,Sevilla,Anestesia,perdut,0.889,199,,2223.12,,False,,,,
1000076129,Alicante,Anestesia,fidel,1.467,7,386.5,1802.36,-4.51,False,,,,
1000076144,Badajoz,Anestesia,perdut,0.288,355,,2223.12,,False,,,,
1000076148,Madrid,Anestesia,en_risc,1.4,59,70.0,1802.36,-0.28,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 140%). El seu cicle de compra és de 70 dies. Porta 59 dies sense comprar (-11 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000076159,Asturias,Anestesia,marginal,0.0,951,,2223.12,,False,,,,
1000076166,Zaragoza,Bioseguridad,perdut,0.261,315,,1086.44,,False,,,,
1000076174,Zamora,Anestesia,promiscu,0.303,6,507.5,1802.36,-3.1,False,,,,
1000076174,Zamora,Bioseguridad,fidel,0.824,6,433.8,879.2,-2.28,False,,,,
1000076179,Sevilla,Anestesia,perdut,0.0,929,,2223.12,,False,,,,
1000076179,Sevilla,Bioseguridad,perdut,0.0,929,,1086.44,,False,,,,
1000076182,Vizcaya,Anestesia,perdut,0.531,214,,2223.12,,False,,,,
1000076197,Sta.Cruz Tenerife,Anestesia,perdut,1.002,145,,2223.12,,False,,,,
1000076199,Sta.Cruz Tenerife,Anestesia,promiscu,0.641,6,206.4,2223.12,-4.45,False,,,,
1000076201,Sta.Cruz Tenerife,Anestesia,fidel,1.574,27,64.0,1802.36,-1.01,False,,,,
1000076211,Las Palmas,Anestesia,perdut,0.0,462,,3410.04,,False,,,,
1000076211,Las Palmas,Bioseguridad,promiscu,0.286,69,222.0,1667.34,-1.3,False,,,,
1000076218,Málaga,Anestesia,perdut,0.758,110,,3410.04,,False,,,,
1000076218,Málaga,Bioseguridad,perdut,0.0,511,,1667.34,,False,,,,
1000076224,A Coruña,Anestesia,perdut,0.058,251,,2223.12,,False,,,,
1000076224,A Coruña,Bioseguridad,perdut,0.522,312,,1086.44,,False,,,,
1000076233,Burgos,Anestesia,perdut,0.487,96,,4546.72,,False,,,,
1000076233,Burgos,Bioseguridad,perdut,3.934,96,,2223.12,,False,,,,
1000076258,Málaga,Anestesia,perdut,0.0,984,,3410.04,,False,,,,
1000076264,Madrid,Anestesia,perdut,0.0,1644,,2223.12,,False,,,,
1000076267,Madrid,Anestesia,promiscu,0.703,52,162.7,2223.12,-1.81,False,,,,
1000076283,Badajoz,Anestesia,perdut,0.92,102,,2223.12,,False,,,,
1000076285,Barcelona,Anestesia,fidel,1.987,27,42.0,2223.12,-0.93,False,,,,
1000076288,Barcelona,Anestesia,perdut,0.879,94,,2223.12,,False,,,,
1000076288,Barcelona,Bioseguridad,perdut,1.937,94,,1086.44,,False,,,,
1000076289,Ciudad Real,Anestesia,promiscu,0.516,61,337.6,2223.12,-4.08,False,,,,
1000076293,Zaragoza,Bioseguridad,fidel,2.555,66,79.7,1086.44,-0.35,False,,,,
1000076295,Granada,Anestesia,fidel,0.984,61,115.4,2223.12,-1.1,False,,,,
1000076295,Granada,Bioseguridad,perdut,0.0,1335,,1086.44,,False,,,,
1000076307,A Coruña,Anestesia,marginal,0.04,42,,4546.72,,False,,,,
1000076308,A Coruña,Anestesia,promiscu,0.544,25,94.3,3410.04,-1.5,False,,,,
1000076308,A Coruña,Bioseguridad,marginal,0.0,1291,,1667.34,,False,,,,
1000076309,Lugo,Anestesia,promiscu,0.322,28,70.6,3410.04,-1.05,False,,,,
1000076311,Madrid,Anestesia,perdut,2.046,116,,1802.36,,False,,,,
1000076311,Madrid,Bioseguridad,fidel,3.617,13,61.2,879.2,-1.82,False,,,,
1000076314,Baleares,Anestesia,perdut,0.557,98,,1802.36,,False,,,,
1000076319,Barcelona,Anestesia,perdut,0.925,98,,2223.12,,False,,,,
1000076321,Alicante,Anestesia,fidel,1.002,63,166.4,3410.04,-0.99,False,,,,
1000076321,Alicante,Bioseguridad,perdut,0.486,174,,1667.34,,False,,,,
1000076332,Barcelona,Anestesia,promiscu,0.67,88,556.0,2223.12,-0.65,False,,,,
1000076332,Barcelona,Bioseguridad,promiscu,0.522,88,642.0,1086.44,-0.94,False,,,,
1000076338,Madrid,Anestesia,perdut,0.242,332,,1802.36,,False,,,,
1000076341,A Coruña,Bioseguridad,perdut,0.572,332,,1667.34,,False,,,,
1000076343,Castellón,Anestesia,perdut,0.245,103,,2223.12,,False,,,,
1000076356,Madrid,Anestesia,perdut,0.0,763,,1802.36,,False,,,,
1000076356,Madrid,Bioseguridad,perdut,0.0,738,,879.2,,False,,,,
1000076390,Sevilla,Anestesia,promiscu,0.387,69,428.0,2223.12,-1.66,False,,,,
1000076390,Sevilla,Bioseguridad,marginal,0.199,69,,1086.44,,False,,,,
1000076395,Burgos,Anestesia,fidel,1.816,14,156.2,4546.72,-0.54,False,,,,
1000076395,Burgos,Bioseguridad,fidel,2.952,14,145.8,2223.12,-2.01,False,,,,
1000076396,Navarra,Anestesia,promiscu,0.348,62,,2223.12,,False,,,,
1000076403,Valencia,Anestesia,perdut,0.0,371,,3410.04,,False,,,,
1000076403,Valencia,Bioseguridad,promiscu,0.486,90,521.5,1667.34,-0.71,False,,,,
1000076404,Valencia,Anestesia,perdut,0.0,1112,,3410.04,,False,,,,
1000076410,Navarra,Anestesia,fidel,2.648,19,60.9,3410.04,-1.19,False,,,,
1000076415,Vizcaya,Anestesia,perdut,1.533,161,,2223.12,,False,,,,
1000076415,Vizcaya,Bioseguridad,perdut,0.895,161,,1086.44,,False,,,,
1000076447,Barcelona,Anestesia,perdut,0.648,259,,2223.12,,False,,,,
1000076452,Barcelona,Anestesia,fidel,0.769,39,194.3,2223.12,-1.95,False,,,,
1000076472,Madrid,Anestesia,perdut,0.369,192,,2223.12,,False,,,,
1000076487,Madrid,Anestesia,en_risc,0.869,28,251.6,2223.12,-0.93,True,caiguda_share,291.77,mitja,"Client en_risc de Anestesia (Share 12m: 87%). El seu cicle de compra és de 252 dies. Porta 28 dies sense comprar (-224 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000076506,Pontevedra,Anestesia,perdut,0.312,297,,2223.12,,False,,,,
1000076512,Jaén,Anestesia,perdut,0.531,201,,2223.12,,False,,,,
1000076515,Barcelona,Anestesia,perdut,0.969,206,,2223.12,,False,,,,
1000076537,Burgos,Anestesia,fidel,0.768,27,65.4,2223.12,-1.26,False,,,,
1000076537,Burgos,Bioseguridad,fidel,1.337,27,87.2,1086.44,-1.63,False,,,,
1000076579,Madrid,Anestesia,fidel,3.031,33,70.0,2223.12,-0.97,False,,,,
1000076579,Madrid,Bioseguridad,fidel,2.931,12,53.7,1086.44,-1.16,False,,,,
1000076580,Asturias,Anestesia,perdut,0.0,453,,2223.12,,False,,,,
1000076593,Valencia,Anestesia,perdut,0.617,102,,3410.04,,False,,,,
1000076598,Barcelona,Anestesia,marginal,0.08,28,,2223.12,,False,,,,
1000076606,Madrid,Anestesia,perdut,0.0,1411,,1802.36,,False,,,,
1000076608,A Coruña,Anestesia,perdut,0.0,1011,,2223.12,,False,,,,
1000076619,Asturias,Anestesia,perdut,0.0,818,,1802.36,,False,,,,
1000076619,Asturias,Bioseguridad,perdut,0.0,1118,,879.2,,False,,,,
1000076624,Valencia,Anestesia,perdut,0.0,468,,1802.36,,False,,,,
1000076626,Alicante,Anestesia,fidel,0.837,6,212.6,1802.36,-0.96,False,,,,
1000076636,Lugo,Anestesia,perdut,0.0,845,,3410.04,,False,,,,
1000076639,Madrid,Anestesia,marginal,0.0,1505,,2223.12,,False,,,,
1000076651,Barcelona,Anestesia,perdut,0.0,1610,,1802.36,,False,,,,
1000076652,Barcelona,Anestesia,perdut,0.0,1008,,3410.04,,False,,,,
1000076653,Barcelona,Anestesia,perdut,0.0,375,,2223.12,,False,,,,
1000076653,Barcelona,Bioseguridad,marginal,0.0,1439,,1086.44,,False,,,,
1000076654,Badajoz,Anestesia,perdut,0.0,805,,2223.12,,False,,,,
1000076671,Madrid,Anestesia,promiscu,0.658,53,138.0,2223.12,-0.88,False,,,,
1000076675,Toledo,Anestesia,fidel,2.545,74,96.5,2223.12,-0.57,False,,,,
1000076681,Sevilla,Anestesia,promiscu,0.642,87,77.7,3410.04,0.14,True,reposicio_endarrerida,1221.2,mitja,Client promiscu de Anestesia (Share 12m: 64%). El seu cicle de compra és de 78 dies. Porta 87 dies sense comprar (9 dies de coll). 
1000076681,Sevilla,Bioseguridad,perdut,0.0,523,,1667.34,,False,,,,
1000076685,Baleares,Anestesia,marginal,0.0,1337,,2223.12,,False,,,,
1000076689,Madrid,Bioseguridad,perdut,0.0,525,,1667.34,,False,,,,
