Id_Cliente,Provincia,Familia_Potencial,segment,share_12m,potencial_anual_eur,euros_12m,gap_eur,dies_sense_compra,num_intervals,data_alerta,dies_retard,z_score,cicle_mig_dies,proxim_pedido_esperat,dies_stock,tipus_alerta,finestra_captura_dies,canal,urgencia,prioritat,motiu
3343,Málaga,Anestesia,promiscu,0.341,2223.12,758.61,1464.51,362,2,2025-12-01,0,0.0,681.5,2026-10-16,,finestra_captura,14.0,delegat,mitjana,87.87,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 682 dies. Share: 34%. Gap: 1465€/any. Moment òptim per contactar.
1000080226,Málaga,Anestesia,promiscu,0.347,2223.12,771.28,1451.84,179,6,2025-12-01,0,0.0,253.5,2026-02-13,,finestra_captura,14.0,delegat,mitjana,87.11,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 254 dies. Share: 35%. Gap: 1452€/any. Moment òptim per contactar.
8359,Barcelona,Anestesia,promiscu,0.575,3410.04,1960.87,1449.17,256,4,2025-12-01,0,0.0,339.5,2026-02-22,,finestra_captura,14.0,delegat,mitjana,86.95,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 340 dies. Share: 58%. Gap: 1449€/any. Moment òptim per contactar.
1000079875,Castellón,Anestesia,fugat,0.635,1802.36,1143.71,658.65,524,3,2025-12-01,150,,373.7,,,fugat,,delegat,mitjana,86.82,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (524 dies). Historial previ de 1645 dies. Requereix recuperació directa per delegat. Gap potencial: 1,442€/any."
22615,Valencia,Anestesia,fugat,1.0,2223.12,6842.34,0.0,412,4,2025-12-01,101,,310.8,,,fugat,,delegat,mitjana,86.71,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (412 dies). Historial previ de 1655 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
1000061222,Cuenca,Bioseguridad,fugat,1.0,1086.44,1706.15,0.0,524,2,2025-12-01,209,,315.0,,,fugat,,delegat,mitjana,86.5,Client FUGAT. Porta MÉS D'UN ANY sense comprar (524 dies). Historial previ de 1154 dies. Requereix recuperació directa per delegat. Gap potencial: 869€/any.
1000076224,A Coruña,Anestesia,promiscu,0.352,2223.12,781.61,1441.51,223,4,2025-12-01,0,0.0,325.8,2026-03-13,,finestra_captura,14.0,delegat,mitjana,86.49,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 326 dies. Share: 35%. Gap: 1442€/any. Moment òptim per contactar.
42239,Badajoz,Bioseguridad,fugat,0.955,1086.44,1037.24,49.2,572,2,2025-12-01,228,,344.0,,,fugat,,delegat,mitjana,86.41,Client FUGAT. Porta MÉS D'UN ANY sense comprar (572 dies). Historial previ de 1260 dies. Requereix recuperació directa per delegat. Gap potencial: 869€/any.
1000101741,Sevilla,Bioseguridad,promiscu,0.358,2223.12,795.04,1428.08,123,1,2025-12-01,2,0.0,121.0,2025-11-29,,finestra_captura,12.0,delegat,alta,85.68,Client PROMISCU d'Bioseguridad en FINESTRA DE CAPTURA. Cicle: 121 dies. Share: 36%. Gap: 1428€/any. Retard en reposició urgent.
30857,Vizcaya,Bioseguridad,fugat,0.147,6669.36,977.73,5691.63,427,1,2025-12-01,0,,976.0,,,fugat,,delegat,mitjana,85.37,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (427 dies). Historial previ de 1403 dies. Requereix recuperació directa per delegat. Gap potencial: 5,692€/any."
1000100963,Valencia,Anestesia,perdut,0.54,3410.04,1840.89,1569.15,202,3,2025-12-01,123,,78.7,,,perdut,,televenda,baixa,85.25,Client sense comprar des de fa 202 dies. Historial previ de 438 dies. Possible pèrdua de compte. Requereix trucada de reactivació.
1000101095,Madrid,Anestesia,perdut,1.0,3410.04,13295.97,0.0,221,8,2025-12-01,179,,42.0,,,perdut,,televenda,baixa,85.25,Client sense comprar des de fa 221 dies. Historial previ de 557 dies. Possible pèrdua de compte. Requereix trucada de reactivació.
37972,Valencia,Anestesia,perdut,1.0,3410.04,20514.92,0.0,301,13,2025-12-01,190,,110.6,,,perdut,,televenda,baixa,85.25,Client sense comprar des de fa 301 dies. Historial previ de 1739 dies. Possible pèrdua de compte. Requereix trucada de reactivació.
1000080841,Cádiz,Anestesia,perdut,0.74,3410.04,2523.08,886.96,347,22,2025-12-01,281,,65.2,,,perdut,,televenda,baixa,85.25,Client sense comprar des de fa 347 dies. Historial previ de 1782 dies. Possible pèrdua de compte. Requereix trucada de reactivació.
30200,Madrid,Anestesia,perdut,1.0,3410.04,6340.76,0.0,313,15,2025-12-01,221,,91.5,,,perdut,,televenda,baixa,85.25,Client sense comprar des de fa 313 dies. Historial previ de 1686 dies. Possible pèrdua de compte. Requereix trucada de reactivació.
33575,Las Palmas,Anestesia,perdut,1.0,3410.04,3641.93,0.0,221,20,2025-12-01,143,,77.0,,,perdut,,televenda,baixa,85.25,Client sense comprar des de fa 221 dies. Historial previ de 1762 dies. Possible pèrdua de compte. Requereix trucada de reactivació.
7608,Guadalajara,Anestesia,perdut,1.0,3410.04,12638.68,0.0,269,14,2025-12-01,164,,104.7,,,perdut,,televenda,baixa,85.25,Client sense comprar des de fa 269 dies. Historial previ de 1735 dies. Possible pèrdua de compte. Requereix trucada de reactivació.
1000080344,Madrid,Anestesia,promiscu,0.361,2223.12,803.22,1419.9,210,3,2025-12-01,0,0.0,487.0,2026-09-04,,finestra_captura,14.0,delegat,mitjana,85.19,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 487 dies. Share: 36%. Gap: 1420€/any. Moment òptim per contactar.
14522,Badajoz,Anestesia,fugat,1.0,2223.12,2887.75,0.0,378,4,2025-12-01,91,,286.5,,,fugat,,delegat,mitjana,84.73,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (378 dies). Historial previ de 1524 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
1000082279,Murcia,Anestesia,fidel,0.952,2223.12,2117.28,105.84,202,6,2025-12-01,20,0.39,181.8,2025-11-10,0,reposicio_pendent,,televenda,baixa,84.67,Client FIDEL d'Anestesia amb lleuger retard (20 dies). Cicle habitual: 182 dies. Proper pedido: 0 dies enrere. Seguiment rutina.
15196,Sta.Cruz Tenerife,Anestesia,en_risc,0.794,4546.72,3609.96,936.76,5,74,2025-12-01,0,0.0,24.0,,,risc_fuga,,delegat,alta,84.31,Client en RISC de fuga (fidel). Share 12m: 79% → Share últims 3m anualitzat: 53% (-33%). Gap: 937€/any. Tendència negativa clara. Intervenir amb urgència.
14773,Barcelona,Bioseguridad,fugat,1.0,1086.44,2707.14,0.0,409,5,2025-12-01,160,,248.6,,,fugat,,delegat,mitjana,83.91,Client FUGAT. Porta MÉS D'UN ANY sense comprar (409 dies). Historial previ de 1652 dies. Requereix recuperació directa per delegat. Gap potencial: 869€/any.
42734,Córdoba,Anestesia,promiscu,0.59,3410.04,2012.74,1397.3,122,2,2025-12-01,0,0.0,225.0,2026-03-14,,finestra_captura,14.0,delegat,mitjana,83.84,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 225 dies. Share: 59%. Gap: 1397€/any. Moment òptim per contactar.
1000080269,Pontevedra,Anestesia,promiscu,0.371,2223.12,825.75,1397.37,53,2,2025-12-01,0,0.0,498.5,2027-02-19,,finestra_captura,14.0,delegat,mitjana,83.84,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 498 dies. Share: 37%. Gap: 1397€/any. Moment òptim per contactar.
42526,Barcelona,Anestesia,promiscu,0.59,3410.04,2013.08,1396.96,140,2,2025-12-01,0,0.0,411.0,2026-08-29,,finestra_captura,14.0,delegat,mitjana,83.82,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 411 dies. Share: 59%. Gap: 1397€/any. Moment òptim per contactar.
15396,Pontevedra,Anestesia,promiscu,0.227,1802.36,408.83,1393.53,68,2,2025-12-01,0,0.0,682.0,2027-08-07,,finestra_captura,14.0,delegat,mitjana,83.61,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 682 dies. Share: 23%. Gap: 1394€/any. Moment òptim per contactar.
14357,Alicante,Anestesia,promiscu,0.592,3410.04,2018.13,1391.91,7,4,2025-12-01,0,0.0,60.8,2026-01-23,,finestra_captura,6.0,delegat,mitjana,83.51,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 61 dies. Share: 59%. Gap: 1392€/any. Moment òptim per contactar.
19212,Madrid,Bioseguridad,perdut,1.0,3334.68,8233.63,0.0,308,13,2025-12-01,196,,111.4,,,perdut,,televenda,baixa,83.37,Client sense comprar des de fa 308 dies. Historial previ de 1756 dies. Possible pèrdua de compte. Requereix trucada de reactivació.
17964,Sevilla,Anestesia,fugat,0.407,2223.12,904.6,1318.52,685,2,2025-12-01,163,,522.0,,,fugat,,delegat,mitjana,83.3,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (685 dies). Historial previ de 1729 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
20179,Madrid,Anestesia,marginal,0.091,4546.72,413.26,4133.46,178,1,2025-12-01,0,0.0,758.0,2027-07-04,,oportunitat_captura,,televenda,baixa,82.67,Client MARGINAL d'Anestesia. Share: 9%. Gap: 4133€/any. Baixa vinculació. Cal investigar.
14083,Albacete,Anestesia,promiscu,0.381,2223.12,847.27,1375.85,27,5,2025-12-01,0,0.0,331.8,2026-10-01,,finestra_captura,14.0,delegat,mitjana,82.55,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 332 dies. Share: 38%. Gap: 1376€/any. Moment òptim per contactar.
1000069310,Madrid,Anestesia,promiscu,0.382,2223.12,848.27,1374.85,257,3,2025-12-01,0,0.0,475.7,2026-07-07,,finestra_captura,14.0,delegat,mitjana,82.49,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 476 dies. Share: 38%. Gap: 1375€/any. Moment òptim per contactar.
1000080051,Vizcaya,Anestesia,promiscu,0.384,2223.12,853.7,1369.42,68,1,2025-12-01,0,0.0,644.0,2027-06-30,,finestra_captura,14.0,delegat,mitjana,82.17,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 644 dies. Share: 38%. Gap: 1369€/any. Moment òptim per contactar.
1000081518,Málaga,Anestesia,perdut,0.037,3410.04,126.01,3284.03,257,0,2025-12-01,257,,,,,perdut,,televenda,baixa,82.1,Client sense comprar des de fa 257 dies. Historial previ de 257 dies. Possible pèrdua de compte. Requereix trucada de reactivació.
19757,Tarragona,Anestesia,promiscu,0.599,3410.04,2042.84,1367.2,0,12,2025-12-01,0,0.0,137.7,2026-04-17,,finestra_captura,14.0,delegat,mitjana,82.03,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 138 dies. Share: 60%. Gap: 1367€/any. Moment òptim per contactar.
1000079088,Sevilla,Anestesia,fugat,0.493,6820.08,3360.43,3459.65,566,2,2025-12-01,44,,521.5,,,fugat,,delegat,mitjana,81.84,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (566 dies). Historial previ de 1609 dies. Requereix recuperació directa per delegat. Gap potencial: 5,456€/any."
1000077908,Sta.Cruz Tenerife,Anestesia,fugat,1.0,2223.12,2280.04,0.0,508,3,2025-12-01,119,,388.3,,,fugat,,delegat,mitjana,81.75,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (508 dies). Historial previ de 1673 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
1000100143,Pontevedra,Anestesia,fidel,0.943,1802.36,1700.28,102.08,263,3,2025-12-01,92,3.91,171.0,2025-08-31,0,risc_fuga,,delegat,alta,81.66,"Client FIDEL d'Anestesia amb risc de FUGA. Cicle habitual: 171 dies. Porta 263 dies sense comprar (92 dies de retard, z=3.9). Stock exhaurit. Prioritat màxima."
1000078086,Valencia,Bioseguridad,fugat,0.0,1086.44,0.0,1086.44,447,0,2025-12-01,447,,,,,fugat,,delegat,mitjana,81.48,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (447 dies). Historial previ de 447 dies. Requereix recuperació directa per delegat. Gap potencial: 1,086€/any."
1000100941,Alicante,Anestesia,promiscu,0.392,2223.12,871.16,1351.96,164,2,2025-12-01,0,0.0,228.0,2026-02-03,,finestra_captura,14.0,delegat,mitjana,81.12,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 228 dies. Share: 39%. Gap: 1352€/any. Moment òptim per contactar.
1000100486,Palencia,Anestesia,fugat,0.559,2223.12,1243.32,979.8,434,1,2025-12-01,101,,333.0,,,fugat,,delegat,mitjana,80.91,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (434 dies). Historial previ de 767 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
1000101204,Barcelona,Bioseguridad,promiscu,0.515,2778.9,1431.46,1347.44,147,1,2025-12-01,0,0.0,306.0,2026-05-09,,finestra_captura,14.0,delegat,mitjana,80.85,Client PROMISCU d'Bioseguridad en FINESTRA DE CAPTURA. Cicle: 306 dies. Share: 52%. Gap: 1347€/any. Moment òptim per contactar.
238,Sevilla,Bioseguridad,promiscu,0.395,2223.12,877.63,1345.49,63,2,2025-12-01,0,0.0,97.0,2026-01-04,,finestra_captura,10.0,delegat,mitjana,80.73,Client PROMISCU d'Bioseguridad en FINESTRA DE CAPTURA. Cicle: 97 dies. Share: 39%. Gap: 1345€/any. Moment òptim per contactar.
1000100632,Zaragoza,Anestesia,perdut,0.055,3410.04,187.77,3222.27,362,0,2025-12-01,362,,,,,perdut,,televenda,baixa,80.56,Client sense comprar des de fa 362 dies. Historial previ de 362 dies. Possible pèrdua de compte. Requereix trucada de reactivació.
16074,Madrid,Anestesia,promiscu,0.398,2223.12,885.86,1337.26,5,1,2025-12-01,0,0.0,135.0,2026-04-10,,finestra_captura,14.0,delegat,mitjana,80.24,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 135 dies. Share: 40%. Gap: 1337€/any. Moment òptim per contactar.
22715,Almería,Anestesia,fugat,1.0,2223.12,6817.89,0.0,434,4,2025-12-01,100,,333.2,,,fugat,,delegat,mitjana,80.05,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (434 dies). Historial previ de 1767 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
1000100652,Vizcaya,Anestesia,promiscu,0.401,2223.12,891.66,1331.46,146,2,2025-12-01,0,0.0,216.0,2026-02-09,,finestra_captura,14.0,delegat,mitjana,79.89,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 216 dies. Share: 40%. Gap: 1331€/any. Moment òptim per contactar.
1000078324,Albacete,Anestesia,fugat,0.593,2223.12,1317.83,905.29,434,1,2025-12-01,100,,334.0,,,fugat,,delegat,mitjana,79.87,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (434 dies). Historial previ de 768 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
1000079886,Valladolid,Bioseguridad,fugat,1.0,1086.44,2386.39,0.0,587,3,2025-12-01,223,,364.0,,,fugat,,delegat,mitjana,79.87,Client FUGAT. Porta MÉS D'UN ANY sense comprar (587 dies). Historial previ de 1679 dies. Requereix recuperació directa per delegat. Gap potencial: 869€/any.
30222,,Bioseguridad,fugat,0.0,1086.44,0.0,1086.44,426,1,2025-12-01,140,,286.0,,,fugat,,delegat,mitjana,79.77,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (426 dies). Historial previ de 712 dies. Requereix recuperació directa per delegat. Gap potencial: 1,086€/any."
24910,Madrid,Anestesia,promiscu,0.402,2223.12,894.38,1328.74,52,5,2025-12-01,0,0.0,317.8,2026-08-23,,finestra_captura,14.0,delegat,mitjana,79.72,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 318 dies. Share: 40%. Gap: 1329€/any. Moment òptim per contactar.
1000082103,Castellón,Bioseguridad,fugat,1.0,1667.34,2178.4,0.0,433,4,2025-12-01,123,,309.2,,,fugat,,delegat,mitjana,79.58,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (433 dies). Historial previ de 1670 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
1000082082,Sta.Cruz Tenerife,Bioseguridad,fugat,0.468,1086.44,508.71,577.73,539,2,2025-12-01,204,,334.5,,,fugat,,delegat,mitjana,79.51,Client FUGAT. Porta MÉS D'UN ANY sense comprar (539 dies). Historial previ de 1208 dies. Requereix recuperació directa per delegat. Gap potencial: 869€/any.
3683,Asturias,Anestesia,promiscu,0.611,3410.04,2085.02,1325.02,181,2,2025-12-01,0,0.0,770.0,2027-07-13,,finestra_captura,14.0,delegat,mitjana,79.5,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 770 dies. Share: 61%. Gap: 1325€/any. Moment òptim per contactar.
26509,Cuenca,Anestesia,fugat,0.865,2223.12,1923.05,300.07,599,2,2025-12-01,137,,462.0,,,fugat,,delegat,mitjana,79.11,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (599 dies). Historial previ de 1523 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
41793,Barcelona,Anestesia,promiscu,0.41,2223.12,911.64,1311.48,35,4,2025-12-01,0,0.0,356.0,2026-10-18,,finestra_captura,14.0,delegat,mitjana,78.69,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 356 dies. Share: 41%. Gap: 1311€/any. Moment òptim per contactar.
42663,Murcia,Anestesia,promiscu,0.617,3410.04,2103.49,1306.55,87,3,2025-12-01,0,0.0,210.7,2026-04-03,,finestra_captura,14.0,delegat,mitjana,78.39,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 211 dies. Share: 62%. Gap: 1307€/any. Moment òptim per contactar.
1000079729,Madrid,Anestesia,fugat,0.747,2223.12,1660.31,562.81,402,3,2025-12-01,91,,311.0,,,fugat,,delegat,mitjana,78.06,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (402 dies). Historial previ de 1335 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
1000100507,Alicante,Anestesia,promiscu,0.619,3410.04,2111.21,1298.83,68,3,2025-12-01,0,0.0,216.3,2026-04-28,,finestra_captura,14.0,delegat,mitjana,77.93,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 216 dies. Share: 62%. Gap: 1299€/any. Moment òptim per contactar.
42721,Sevilla,Anestesia,promiscu,0.62,3410.04,2115.85,1294.19,59,2,2025-12-01,0,0.0,317.0,2026-08-16,,finestra_captura,14.0,delegat,mitjana,77.65,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 317 dies. Share: 62%. Gap: 1294€/any. Moment òptim per contactar.
1000074185,A Coruña,Bioseguridad,promiscu,0.537,2778.9,1493.26,1285.64,28,1,2025-12-01,0,0.0,412.0,2026-12-20,,finestra_captura,14.0,delegat,mitjana,77.14,Client PROMISCU d'Bioseguridad en FINESTRA DE CAPTURA. Cicle: 412 dies. Share: 54%. Gap: 1286€/any. Moment òptim per contactar.
2345,Sta.Cruz Tenerife,Anestesia,promiscu,0.623,3410.04,2125.15,1284.89,56,9,2025-12-01,0,0.0,155.2,2026-03-10,,finestra_captura,14.0,delegat,mitjana,77.09,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 155 dies. Share: 62%. Gap: 1285€/any. Moment òptim per contactar.
4725,Madrid,Anestesia,fugat,0.789,1802.36,1421.3,381.06,614,2,2025-12-01,161,,452.5,,,fugat,,delegat,mitjana,76.95,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (614 dies). Historial previ de 1519 dies. Requereix recuperació directa per delegat. Gap potencial: 1,442€/any."
24597,Asturias,Bioseguridad,fugat,1.0,1667.34,1969.31,0.0,503,2,2025-12-01,139,,363.5,,,fugat,,delegat,mitjana,76.51,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (503 dies). Historial previ de 1230 dies. Requereix recuperació directa per delegat. Gap potencial: 1,334€/any."
8349,Albacete,Bioseguridad,fugat,1.0,1086.44,1999.17,0.0,558,3,2025-12-01,206,,352.0,,,fugat,,delegat,mitjana,76.3,Client FUGAT. Porta MÉS D'UN ANY sense comprar (558 dies). Historial previ de 1614 dies. Requereix recuperació directa per delegat. Gap potencial: 869€/any.
39721,Sevilla,Anestesia,promiscu,0.432,2223.12,959.34,1263.78,157,5,2025-12-01,0,0.0,276.0,2026-03-30,,finestra_captura,14.0,delegat,mitjana,75.83,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 276 dies. Share: 43%. Gap: 1264€/any. Moment òptim per contactar.
1000079101,León,Anestesia,fugat,1.0,3410.04,5341.98,0.0,493,3,2025-12-01,77,,415.7,,,fugat,,delegat,mitjana,75.8,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (493 dies). Historial previ de 1740 dies. Requereix recuperació directa per delegat. Gap potencial: 2,728€/any."
40434,Barcelona,Bioseguridad,promiscu,0.243,1667.34,405.06,1262.28,54,1,2025-12-01,0,0.0,134.0,2026-02-19,,finestra_captura,13.0,delegat,mitjana,75.74,Client PROMISCU d'Bioseguridad en FINESTRA DE CAPTURA. Cicle: 134 dies. Share: 24%. Gap: 1262€/any. Moment òptim per contactar.
1000078422,Barcelona,Bioseguridad,promiscu,0.243,1667.34,405.07,1262.27,56,2,2025-12-01,0,0.0,96.0,2026-01-10,,finestra_captura,10.0,delegat,mitjana,75.74,Client PROMISCU d'Bioseguridad en FINESTRA DE CAPTURA. Cicle: 96 dies. Share: 24%. Gap: 1262€/any. Moment òptim per contactar.
1000101653,Málaga,Bioseguridad,promiscu,0.243,1667.34,405.06,1262.28,4,1,2025-12-01,0,0.0,283.0,2026-09-06,,finestra_captura,14.0,delegat,mitjana,75.74,Client PROMISCU d'Bioseguridad en FINESTRA DE CAPTURA. Cicle: 283 dies. Share: 24%. Gap: 1262€/any. Moment òptim per contactar.
12755,Granada,Bioseguridad,fugat,0.072,1086.44,78.63,1007.81,544,0,2025-12-01,544,,,,,fugat,,delegat,mitjana,75.59,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (544 dies). Historial previ de 544 dies. Requereix recuperació directa per delegat. Gap potencial: 1,008€/any."
1000081165,Madrid,Bioseguridad,promiscu,0.434,2223.12,965.26,1257.86,39,2,2025-12-01,0,0.0,529.5,2027-04-05,,finestra_captura,14.0,delegat,mitjana,75.47,Client PROMISCU d'Bioseguridad en FINESTRA DE CAPTURA. Cicle: 530 dies. Share: 43%. Gap: 1258€/any. Moment òptim per contactar.
1000101796,Zaragoza,Anestesia,promiscu,0.631,3410.04,2152.44,1257.6,27,6,2025-12-01,0,0.0,40.8,2025-12-14,,finestra_captura,4.0,delegat,mitjana,75.46,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 41 dies. Share: 63%. Gap: 1258€/any. Moment òptim per contactar.
40828,Cantabria,Anestesia,fugat,1.0,3410.04,5468.12,0.0,431,3,2025-12-01,67,,363.7,,,fugat,,delegat,mitjana,75.39,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (431 dies). Historial previ de 1522 dies. Requereix recuperació directa per delegat. Gap potencial: 2,728€/any."
1865,Las Palmas,Anestesia,promiscu,0.435,2223.12,967.19,1255.93,256,2,2025-12-01,0,0.0,721.0,2027-03-11,,finestra_captura,14.0,delegat,mitjana,75.36,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 721 dies. Share: 44%. Gap: 1256€/any. Moment òptim per contactar.
42329,Barcelona,Anestesia,fidel,0.958,2223.12,2129.12,94.0,276,4,2025-12-01,22,0.17,253.8,2025-11-08,0,reposicio_pendent,,televenda,baixa,75.2,Client FIDEL d'Anestesia amb lleuger retard (22 dies). Cicle habitual: 254 dies. Proper pedido: 0 dies enrere. Seguiment rutina.
1000082043,Madrid,Anestesia,promiscu,0.633,3410.04,2156.9,1253.14,83,3,2025-12-01,0,0.0,152.0,2026-02-08,,finestra_captura,14.0,delegat,mitjana,75.19,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 152 dies. Share: 63%. Gap: 1253€/any. Moment òptim per contactar.
1000080442,Madrid,Anestesia,promiscu,0.633,3410.04,2157.15,1252.89,193,4,2025-12-01,0,0.0,324.2,2026-04-11,,finestra_captura,14.0,delegat,mitjana,75.17,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 324 dies. Share: 63%. Gap: 1253€/any. Moment òptim per contactar.
7356,A Coruña,Anestesia,fugat,1.0,3410.04,3784.58,0.0,388,4,2025-12-01,60,,327.2,,,fugat,,delegat,mitjana,75.03,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (388 dies). Historial previ de 1697 dies. Requereix recuperació directa per delegat. Gap potencial: 2,728€/any."
30347,León,Anestesia,promiscu,0.634,3410.04,2160.67,1249.37,192,2,2025-12-01,0,0.0,560.5,2026-12-04,,finestra_captura,14.0,delegat,mitjana,74.96,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 560 dies. Share: 63%. Gap: 1249€/any. Moment òptim per contactar.
1000081496,Cantabria,Bioseguridad,fugat,1.0,1086.44,4337.0,0.0,458,4,2025-12-01,167,,291.0,,,fugat,,delegat,mitjana,74.82,Client FUGAT. Porta MÉS D'UN ANY sense comprar (458 dies). Historial previ de 1622 dies. Requereix recuperació directa per delegat. Gap potencial: 869€/any.
1000067305,Castellón,Bioseguridad,fugat,1.0,1086.44,2413.09,0.0,655,2,2025-12-01,238,,417.0,,,fugat,,delegat,mitjana,74.41,Client FUGAT. Porta MÉS D'UN ANY sense comprar (655 dies). Historial previ de 1489 dies. Requereix recuperació directa per delegat. Gap potencial: 869€/any.
41446,León,Anestesia,fugat,0.887,2223.12,1972.93,250.19,560,2,2025-12-01,122,,437.5,,,fugat,,delegat,mitjana,74.39,"Client FUGAT. Porta MÉS D'UN ANY sense comprar (560 dies). Historial previ de 1435 dies. Requereix recuperació directa per delegat. Gap potencial: 1,778€/any."
15638,Madrid,Anestesia,promiscu,0.443,2223.12,984.41,1238.71,0,4,2025-12-01,0,0.0,238.8,2026-07-27,,finestra_captura,14.0,delegat,mitjana,74.32,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 239 dies. Share: 44%. Gap: 1239€/any. Moment òptim per contactar.
188,Sevilla,Bioseguridad,fugat,1.0,1086.44,3361.4,0.0,425,5,2025-12-01,154,,270.2,,,fugat,,delegat,mitjana,74.31,Client FUGAT. Porta MÉS D'UN ANY sense comprar (425 dies). Historial previ de 1776 dies. Requereix recuperació directa per delegat. Gap potencial: 869€/any.
37654,Toledo,Bioseguridad,fidel,0.915,1086.44,994.22,92.22,90,21,2025-12-01,9,0.14,80.5,2025-11-21,0,reposicio_pendent,,televenda,baixa,73.78,Client FIDEL d'Bioseguridad amb lleuger retard (9 dies). Cicle habitual: 81 dies. Proper pedido: 0 dies enrere. Seguiment rutina.
43114,Badajoz,Anestesia,promiscu,0.642,3410.04,2188.15,1221.89,27,2,2025-12-01,0,0.0,61.5,2026-01-04,,finestra_captura,6.0,delegat,mitjana,73.31,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 62 dies. Share: 64%. Gap: 1222€/any. Moment òptim per contactar.
42743,Granada,Anestesia,promiscu,0.643,3410.04,2191.5,1218.54,56,3,2025-12-01,0,0.0,209.7,2026-05-03,,finestra_captura,14.0,delegat,mitjana,73.11,Client PROMISCU d'Anestesia en FINESTRA DE CAPTURA. Cicle: 210 dies. Share: 64%. Gap: 1219€/any. Moment òptim per contactar.
