Id_Cliente,Familia_Potencial,any_mes,euros_venuts,num_pedidos,unitats,en_campana,anyo,mes,euros_12m,euros_3m,Potencial_EUR,share_12m,share_3m_annualized,gap_eur,cicle_mig_dies,cicle_std_dies,num_intervals,data_ultim_pedido,data_primer_pedido,dies_sense_compra,dies_historial,tendencia_negativa,segment,segment_anterior
41671,Bioseguridad,2025-05,278.27,1,6,0,2025,5,2037.37,961.5999999999999,1086.44,1.0,1.0,0.0,101.0,48.130032204435516,4,2025-05-27,2024-04-18,188,592,False,fidel,
41688,Anestesia,2025-11,1607.1100000000001,1,17,0,2025,11,34977.4,7473.31,6820.08,1.0,1.0,0.0,146.66666666666666,57.1187846120307,12,2025-11-13,2021-01-18,18,1778,False,fidel,
41736,Anestesia,2025-10,942.03,1,10,0,2025,10,11612.689999999999,2955.1500000000005,3410.04,1.0,1.0,0.0,89.26315789473684,40.67695856930251,19,2025-10-10,2021-02-17,52,1748,False,fidel,
41736,Bioseguridad,2025-06,397.52,1,12,0,2025,6,6795.2,2372.3199999999997,1667.34,1.0,1.0,0.0,122.23076923076923,53.568294075670494,13,2025-06-25,2021-02-17,159,1748,False,fidel,
41789,Anestesia,2025-05,1328.79,1,15,0,2025,5,8748.4,3908.93,3410.04,1.0,1.0,0.0,250.16666666666666,65.87214046081158,6,2025-05-23,2021-04-13,192,1693,False,fidel,
41789,Bioseguridad,2025-09,437.28,1,12,0,2025,9,4758.8,1286.1399999999999,1667.34,1.0,1.0,0.0,161.0,72.75071591858507,9,2025-09-17,2021-09-29,75,1524,False,fidel,
41793,Anestesia,2025-10,411.84,2,2,0,2025,10,911.64,761.7,2223.12,0.4100723307783656,1.0,1311.48,356.0,310.6026400402933,4,2025-10-27,2021-12-03,35,1459,False,promiscu,
41804,Anestesia,2025-09,590.57,1,5,0,2025,9,4826.75,2085.0,3410.04,1.0,1.0,0.0,240.85714285714286,266.90524191792355,7,2025-09-16,2021-02-03,76,1762,False,fidel,
41807,Anestesia,2021-04,137.78,1,1,0,2021,4,137.78,137.78,2223.12,0.06197596171146857,0.24790384684587427,2085.3399999999997,,,0,2021-04-29,2021-04-29,1677,1677,False,fugat,
41807,Bioseguridad,2021-11,144.09,1,3,0,2021,11,756.28,432.27,1086.44,0.696108390707264,1.0,330.1600000000001,48.4,37.53718156708092,5,2021-11-23,2021-03-26,1469,1711,False,fugat,
41813,Anestesia,2025-05,366.5,1,5,0,2025,5,3854.36,916.3700000000001,1802.36,1.0,1.0,0.0,135.0,106.38010750477399,11,2025-05-16,2021-04-22,199,1684,False,fidel,
41814,Anestesia,2025-07,822.8,1,6,0,2025,7,4735.0599999999995,2065.24,2223.12,1.0,1.0,0.0,245.0,48.76474136094644,6,2025-07-09,2021-06-30,145,1615,False,fidel,
41814,Bioseguridad,2025-07,802.5799999999999,1,18,0,2025,7,3894.81,2086.05,1086.44,1.0,1.0,0.0,163.33333333333334,73.6900415403752,9,2025-07-09,2021-06-30,145,1615,False,fidel,
41822,Anestesia,2025-10,708.7,1,6,0,2025,10,7498.530000000001,1946.8,4546.72,1.0,1.0,0.0,76.43478260869566,28.93895537154407,23,2025-10-28,2021-01-04,34,1792,False,fidel,
41829,Anestesia,2022-03,769.52,1,10,1,2022,3,2531.97,1420.31,3410.04,0.7425044867508885,1.0,878.0700000000002,131.33333333333334,82.26110191876163,3,2022-03-24,2021-02-23,1348,1742,False,fugat,
41832,Bioseguridad,2024-10,550.47,1,6,0,2024,10,3823.17,1459.7800000000002,1667.34,1.0,1.0,0.0,208.5,269.0887400096853,4,2024-10-17,2022-07-06,410,1244,False,fugat,
41836,Anestesia,2025-10,160.14,1,2,0,2025,10,3694.5899999999997,869.72,3410.04,1.0,1.0,0.0,40.25,104.52720937631503,40,2025-10-07,2021-05-11,55,1665,False,fidel,
41836,Bioseguridad,2025-07,97.4,1,3,0,2025,7,2496.2999999999997,519.44,1667.34,1.0,1.0,0.0,30.666666666666668,16.50813491944255,27,2025-07-03,2023-03-28,151,979,False,fidel,
41866,Anestesia,2025-01,573.37,1,5,0,2025,1,1871.48,1871.48,3410.04,0.5488146766606844,1.0,1538.56,1362.0,0.0,1,2025-01-27,2021-05-06,308,1670,False,promiscu,
41866,Bioseguridad,2025-11,477.03,1,12,0,2025,11,5555.09,1351.58,1667.34,1.0,1.0,0.0,122.64285714285714,110.09126547866492,14,2025-11-19,2021-03-08,12,1729,False,fidel,
41869,Anestesia,2025-07,1107.32,1,10,0,2025,7,1551.5,1551.5,1802.36,0.8608158192591936,1.0,250.8599999999999,99.0,0.0,1,2025-07-18,2025-04-10,136,235,False,fidel,
41906,Anestesia,2025-10,160.14,1,2,0,2025,10,1816.49,400.34999999999997,3410.04,0.5326887661141805,0.46961325966850825,1593.55,40.642857142857146,27.94281697338626,42,2025-10-06,2021-02-02,56,1763,False,promiscu,
41906,Bioseguridad,2025-10,64.94,1,2,0,2025,10,942.08,228.51000000000002,1667.34,0.5650197320282606,0.5482025261794236,725.2599999999999,65.65384615384616,63.50829280053016,26,2025-10-06,2021-02-02,56,1763,False,promiscu,
41908,Anestesia,2022-05,427.51,1,5,0,2022,5,4010.3199999999997,1975.25,3410.04,1.0,1.0,0.0,105.5,45.32935031522071,4,2022-05-06,2021-03-10,1305,1727,False,fugat,
41909,Anestesia,2023-06,425.78,1,3,0,2023,6,1794.52,985.21,3410.04,0.5262460264395725,1.0,1615.52,142.0,55.03816857418131,5,2023-06-09,2021-06-29,906,1616,False,fugat,
41923,Anestesia,2025-06,500.96000000000004,1,5,0,2025,6,2880.82,1550.46,2223.12,1.0,1.0,0.0,282.2,82.52126998538013,5,2025-06-06,2021-07-26,178,1589,False,fidel,
41924,Anestesia,2023-11,526.95,1,5,0,2023,11,2909.2,1215.96,2223.12,1.0,1.0,0.0,170.66666666666666,233.63195177220277,6,2023-11-29,2021-02-08,733,1757,False,fugat,
41926,Anestesia,2025-06,741.5400000000001,1,6,0,2025,6,6548.28,2706.93,2223.12,1.0,1.0,0.0,267.6666666666667,123.281070007614,6,2025-06-27,2021-02-02,157,1763,False,fidel,
41926,Bioseguridad,2023-09,642.86,1,15,1,2023,9,1546.42,1546.42,1086.44,1.0,1.0,0.0,421.0,98.0,2,2023-09-14,2021-05-25,809,1651,False,fugat,
41930,Anestesia,2025-05,651.9300000000001,1,6,0,2025,5,2364.14,1838.2199999999998,2223.12,1.0,1.0,0.0,423.6666666666667,151.0857004778708,3,2025-05-12,2021-11-18,203,1474,False,fidel,
41948,Anestesia,2022-10,185.76,1,2,0,2022,10,1636.61,614.93,3410.04,0.4799386517460206,0.72131705199939,1773.43,60.4,48.15641182646397,10,2022-10-27,2021-03-02,1131,1735,False,fugat,
41954,Anestesia,2021-10,464.41,1,5,0,2021,10,2671.13,1207.46,3410.04,0.7833133922182731,1.0,738.9099999999999,44.5,43.91943381541555,6,2021-10-05,2021-01-11,1518,1785,False,fugat,
41970,Anestesia,2023-10,789.28,1,10,0,2023,10,4129.62,2246.62,2223.12,1.0,1.0,0.0,138.0,61.28621378417825,7,2023-10-03,2021-02-09,790,1756,False,fugat,
41977,Anestesia,2024-09,350.39,1,5,0,2024,9,606.9,606.9,2223.12,0.27299471013710463,1.0,1616.2199999999998,928.0,0.0,1,2024-09-06,2022-02-21,451,1379,False,fugat,
41977,Bioseguridad,2025-05,405.06,1,6,0,2025,5,952.9200000000001,861.99,1086.44,0.8771031994403741,1.0,133.51999999999998,393.3333333333333,384.71316876631903,3,2025-05-16,2022-02-21,199,1379,False,fidel,
41988,Anestesia,2023-12,711.4,1,5,0,2023,12,4087.86,1574.3400000000001,2223.12,1.0,1.0,0.0,144.0,113.40571918054725,7,2023-12-05,2021-03-02,727,1735,False,fugat,
41996,Anestesia,2023-12,320.34000000000003,1,5,0,2023,12,2083.67,1399.65,3410.04,0.611039753199376,1.0,1326.37,330.3333333333333,62.232538827279804,3,2023-12-12,2021-03-26,720,1711,False,fugat,
41996,Bioseguridad,2025-11,2197.6899999999996,2,57,1,2025,11,11255.96,4005.3899999999994,1667.34,1.0,1.0,0.0,64.2,46.15712296060057,25,2025-11-28,2021-07-07,3,1608,False,fidel,
42002,Anestesia,2025-01,1233.6799999999998,1,17,0,2025,1,5852.51,3873.26,2223.12,1.0,1.0,0.0,156.77777777777777,149.14554992264567,9,2025-01-31,2021-03-22,304,1715,False,fidel,
42006,Anestesia,2025-09,590.57,1,5,0,2025,9,6698.160000000001,1754.5,2223.12,1.0,1.0,0.0,106.2,22.4624130493587,15,2025-09-12,2021-05-03,80,1673,False,fidel,
42013,Anestesia,2025-08,664.39,1,5,0,2025,8,5589.8099999999995,2945.87,1802.36,1.0,1.0,0.0,198.625,123.51511800180576,8,2025-08-14,2021-04-08,109,1698,False,fidel,
42015,Anestesia,2022-07,672.5899999999999,2,7,0,2022,7,3644.7599999999998,1415.6399999999999,1802.36,1.0,1.0,0.0,43.36363636363637,16.554443112858237,11,2022-07-29,2021-04-08,1221,1698,False,fugat,
42022,Anestesia,2025-10,478.54,1,4,0,2025,10,3372.14,957.0799999999999,3410.04,0.9888857608708402,1.0,37.90000000000009,83.42105263157895,30.100386060601117,19,2025-10-10,2021-06-08,52,1637,False,fidel,
42031,Anestesia,2025-10,160.14,1,2,0,2025,10,1838.87,480.41999999999996,2223.12,0.8271573284393106,0.8644067796610169,384.25,49.25,35.85387008399512,32,2025-10-03,2021-06-10,59,1635,False,fidel,
42031,Bioseguridad,2025-08,64.94,1,2,0,2025,8,920.34,294.66,1086.44,0.8471153492139465,1.0,166.10000000000002,114.25,109.41292199735824,12,2025-08-12,2021-11-10,111,1482,False,fidel,
42035,Anestesia,2025-10,354.35,1,4,0,2025,10,7824.360000000001,1493.5099999999998,4546.72,1.0,1.0,0.0,51.96774193548387,24.495534643722102,31,2025-10-15,2021-05-18,47,1658,False,fidel,
42035,Bioseguridad,2025-10,795.05,1,24,0,2025,10,8722.34,1995.16,2223.12,1.0,1.0,0.0,49.87096774193548,23.27776446350281,31,2025-10-15,2021-07-22,47,1593,False,fidel,
42037,Anestesia,2025-09,1142.81,1,15,0,2025,9,7854.349999999999,2931.95,2223.12,1.0,1.0,0.0,133.0,13.96424004376894,10,2025-09-12,2022-01-21,80,1410,False,fidel,
42054,Anestesia,2025-11,708.7,1,6,0,2025,11,7956.21,2105.44,3410.04,1.0,1.0,0.0,136.5,60.41867812743561,12,2025-11-24,2021-05-31,7,1645,False,fidel,
42083,Anestesia,2025-06,574.24,1,6,0,2025,6,5048.79,1470.56,3410.04,1.0,1.0,0.0,177.625,162.74131121199682,8,2025-06-02,2021-07-12,182,1603,False,fidel,
42096,Anestesia,2024-04,577.8199999999999,1,6,0,2024,4,5639.62,1426.06,2223.12,1.0,1.0,0.0,80.66666666666667,29.567249148715582,12,2024-04-26,2021-09-01,584,1552,False,fugat,
42109,Anestesia,2023-10,567.71,1,5,0,2023,10,1952.42,1952.42,3410.04,0.572550468616204,1.0,1457.62,561.0,0.0,1,2023-10-26,2022-04-13,767,1328,False,fugat,
42109,Bioseguridad,2025-10,301.90999999999997,1,6,0,2025,10,490.88,490.88,1667.34,0.29440905874026896,1.0,1176.46,707.0,0.0,1,2025-10-09,2023-11-02,53,760,False,promiscu,
42113,Anestesia,2025-02,800.61,1,15,0,2025,2,3361.1,1821.08,3410.04,0.9856482621904729,1.0,48.940000000000055,283.0,159.23410438721976,4,2025-02-25,2022-01-20,279,1411,False,fidel,
42121,Anestesia,2025-11,442.93,1,5,1,2025,11,2394.62,1230.44,4546.72,0.5266697751346024,1.0,2152.1000000000004,252.33333333333334,293.1175342569749,6,2025-11-28,2021-10-06,3,1517,False,promiscu,
42121,Bioseguridad,2025-09,607.59,1,6,0,2025,9,2959.49,1755.8300000000002,2223.12,1.0,1.0,0.0,109.2,64.03873827614032,5,2025-09-04,2024-03-07,88,634,False,fidel,
42133,Anestesia,2025-10,1572.98,1,15,0,2025,10,5793.8,4140.4,3410.04,1.0,1.0,0.0,447.6666666666667,51.71932800113405,3,2025-10-01,2022-01-27,61,1404,False,fidel,
42133,Bioseguridad,2024-08,707.76,1,9,0,2024,8,1029.01,1029.01,1667.34,0.6171566687058428,1.0,638.3299999999999,283.0,0.0,1,2024-08-01,2023-10-23,487,770,False,fugat,
42148,Anestesia,2025-10,369.99,1,4,0,2025,10,4511.05,1202.47,3410.04,1.0,1.0,0.0,84.41176470588235,30.286978027896474,17,2025-10-20,2021-11-15,42,1477,False,fidel,
42148,Bioseguridad,2022-09,272.55,1,3,0,2022,9,272.55,272.55,1667.34,0.1634639605599338,0.6538558422397353,1394.79,,,0,2022-09-29,2022-09-29,1159,1159,False,fugat,
42154,Anestesia,2025-04,384.12,1,4,0,2025,4,3667.08,1120.5100000000002,1802.36,1.0,1.0,0.0,114.0,100.45623198913319,11,2025-04-25,2021-11-18,220,1474,False,fidel,
42157,Anestesia,2021-12,12340.69,3,165,0,2021,12,12340.69,12340.69,3410.04,1.0,1.0,0.0,0.0,0.0,2,2021-12-16,2021-12-16,1446,1446,False,fugat,
42160,Anestesia,2025-09,160.14,1,2,0,2025,9,2410.7999999999997,381.8599999999999,2223.12,1.0,0.6870704235488861,0.0,54.96,39.92841594654113,25,2025-09-04,2021-11-30,88,1462,True,en_risc,fidel
42160,Bioseguridad,2025-10,64.94,1,2,0,2025,10,814.66,260.96999999999997,1086.44,0.7498435256433856,0.9608261846029231,271.7800000000001,61.04347826086956,59.70614873358818,23,2025-10-06,2021-12-02,56,1460,False,fidel,
42170,Anestesia,2025-02,156.59,1,2,0,2025,2,884.29,349.83000000000004,2223.12,0.39776980100039583,0.6294397063586312,1338.83,161.57142857142858,85.66855923158931,7,2025-02-03,2021-12-30,301,1432,False,promiscu,
42175,Anestesia,2025-11,1328.79,1,15,0,2025,11,17942.170000000002,9368.259999999998,3410.04,1.0,1.0,0.0,107.07692307692308,100.10107318141502,13,2025-11-04,2022-01-12,27,1419,False,fidel,
42183,Anestesia,2022-05,568.1800000000001,1,6,0,2022,5,1306.14,1306.14,3410.04,0.3830277650702045,1.0,2103.8999999999996,55.0,13.0,2,2022-05-10,2022-01-20,1301,1411,False,fugat,
42187,Anestesia,2025-11,1051.09,1,17,0,2025,11,10506.919999999998,2926.8099999999995,3410.04,1.0,1.0,0.0,70.6842105263158,22.221498910973928,19,2025-11-06,2022-03-04,25,1368,False,fidel,
42194,Anestesia,2025-11,513.76,1,6,0,2025,11,6845.64,1712.6200000000001,2223.12,1.0,1.0,0.0,68.7,35.51633427030442,20,2025-11-07,2022-02-02,24,1398,False,fidel,
42210,Anestesia,2025-10,752.97,1,6,0,2025,10,8353.85,1801.23,3410.04,1.0,1.0,0.0,96.0,31.412008622727164,14,2025-10-22,2022-02-16,40,1384,False,fidel,
42213,Anestesia,2025-10,440.84999999999997,1,5,0,2025,10,2257.19,1135.73,2223.12,1.0,1.0,0.0,267.0,171.41061810751398,5,2025-10-15,2022-02-18,47,1382,False,fidel,
42219,Anestesia,2022-04,1029.77,1,10,0,2022,4,3089.31,3089.31,2223.12,1.0,1.0,0.0,28.0,10.0,2,2022-04-29,2022-03-04,1312,1368,False,fugat,
42220,Anestesia,2025-10,99.38,1,2,0,2025,10,1692.8,411.56,2223.12,0.7614523732412106,0.74050883443089,530.3199999999999,45.48275862068966,39.21525098263928,29,2025-10-13,2022-03-04,49,1368,False,fidel,
42220,Bioseguridad,2025-10,64.94,1,2,0,2025,10,1231.15,390.81,1086.44,1.0,1.0,0.0,45.13793103448276,53.15476696300903,29,2025-10-03,2022-03-04,59,1368,False,fidel,
42222,Anestesia,2025-10,428.17,1,5,0,2025,10,5710.44,1692.7199999999998,2223.12,1.0,1.0,0.0,119.54545454545455,84.8457034176142,11,2025-10-09,2022-03-04,53,1368,False,fidel,
42233,Anestesia,2025-08,290.73,1,2,0,2025,8,1424.39,479.44000000000005,2223.12,0.6407166504732089,0.8626434920292203,798.7299999999998,204.75,69.02671584249101,4,2025-08-18,2023-05-22,105,924,False,promiscu,
42233,Bioseguridad,2023-09,396.96000000000004,1,6,0,2023,9,396.96000000000004,396.96000000000004,1086.44,0.36537682706822283,1.0,689.48,,,0,2023-09-27,2023-09-27,796,796,False,fugat,
42239,Anestesia,2025-11,438.19,1,5,0,2025,11,4842.88,1121.2099999999998,2223.12,1.0,1.0,0.0,54.791666666666664,23.97043172790641,24,2025-11-03,2022-03-29,28,1343,False,fidel,
42239,Bioseguridad,2024-09,426.07,1,6,1,2024,9,1037.24,764.69,1086.44,0.9547144803210486,1.0,49.200000000000045,271.6666666666667,205.29707472072974,3,2024-09-12,2022-06-20,445,1260,False,fugat,
42283,Anestesia,2025-11,1461.67,1,15,0,2025,11,16244.57,4385.01,4546.72,1.0,1.0,0.0,73.44444444444444,33.811934484442716,18,2025-11-19,2022-04-07,12,1334,False,fidel,
42286,Anestesia,2024-10,1290.07,1,15,0,2024,10,5097.54,3857.49,4546.72,1.0,1.0,0.0,248.66666666666666,65.93094030035435,3,2024-10-29,2022-10-14,398,1144,False,fugat,
42286,Bioseguridad,2025-03,397.52,1,12,0,2025,3,6232.360000000001,2356.12,2223.12,1.0,1.0,0.0,115.33333333333333,98.00680248499762,9,2025-03-05,2022-05-02,271,1309,False,fidel,
42287,Anestesia,2025-11,439.79,1,6,0,2025,11,5326.64,1319.3700000000001,4546.72,1.0,1.0,0.0,89.0,27.21344205666436,14,2025-11-11,2022-06-14,20,1266,False,fidel,
42287,Bioseguridad,2025-11,397.52,1,12,0,2025,11,5240.76,1337.57,2223.12,1.0,1.0,0.0,114.45454545454545,41.87940182859183,11,2025-11-11,2022-06-01,20,1279,False,fidel,
42288,Anestesia,2025-07,1328.79,1,15,0,2025,7,12074.48,3867.6099999999997,4546.72,1.0,1.0,0.0,162.0,57.76058962896513,7,2025-07-01,2022-05-24,153,1287,False,fidel,
42288,Bioseguridad,2025-10,810.12,1,12,0,2025,10,11077.48,2927.2700000000004,2223.12,1.0,1.0,0.0,58.76190476190476,46.00921725657108,21,2025-10-09,2022-05-24,53,1287,False,fidel,
42290,Anestesia,2025-02,1767.94,1,20,0,2025,2,13708.61,4540.45,4546.72,1.0,1.0,0.0,73.0,43.9447705323723,14,2025-02-18,2022-05-03,286,1308,False,perdut,
42292,Anestesia,2025-05,160.14,1,2,0,2025,5,1781.8899999999999,504.15999999999997,3410.04,0.5225422575688261,0.5913830922804424,1628.15,101.0909090909091,67.31264172157553,11,2025-05-06,2022-04-20,209,1321,False,promiscu,
42292,Bioseguridad,2025-06,97.4,1,3,0,2025,6,1260.0700000000002,260.84000000000003,1667.34,0.7557366823803184,0.6257631916705652,407.26999999999975,126.77777777777777,118.30823938413099,9,2025-06-04,2022-04-20,180,1321,False,fidel,
42293,Anestesia,2025-10,160.14,1,2,0,2025,10,1993.08,400.34999999999997,2223.12,0.8965238043830293,0.7203389830508474,230.03999999999996,40.70967741935484,26.43579385360189,31,2025-10-03,2022-04-20,59,1321,False,fidel,
42293,Bioseguridad,2023-02,62.99,1,1,0,2023,2,426.6,426.6,1086.44,0.3926585913626155,1.0,659.84,289.0,0.0,1,2023-02-03,2022-04-20,1032,1321,False,fugat,
42295,Anestesia,2025-08,590.57,1,5,0,2025,8,8296.59,2317.6600000000003,3410.04,1.0,1.0,0.0,108.63636363636364,52.733071781417515,11,2025-08-04,2022-04-27,119,1314,False,fidel,
42298,Anestesia,2025-09,295.29,1,2,0,2025,9,4809.45,2187.39,2223.12,1.0,1.0,0.0,204.66666666666666,148.4359195822299,6,2025-09-04,2022-04-25,88,1316,False,fidel,
42300,Anestesia,2025-10,599.4200000000001,1,7,0,2025,10,5354.87,1695.19,2223.12,1.0,1.0,0.0,125.6,27.803596889611246,10,2025-10-10,2022-05-03,52,1308,False,fidel,
42302,Anestesia,2025-04,1261.5900000000001,1,15,0,2025,4,4915.55,3735.13,2223.12,1.0,1.0,0.0,168.0,24.097026095903757,3,2025-04-14,2023-11-27,231,735,False,fidel,
42303,Anestesia,2025-06,354.35,1,4,0,2025,6,3045.34,1517.2199999999998,2223.12,1.0,1.0,0.0,185.66666666666666,13.274871834493252,6,2025-06-05,2022-05-18,179,1293,False,fidel,
42304,Anestesia,2022-05,535.87,3,10,0,2022,5,535.87,535.87,2223.12,0.24104411817625682,0.9641764727050273,1687.25,7.333333333333333,9.672412085697939,3,2022-05-31,2022-05-09,1280,1302,False,fugat,
42310,Anestesia,2024-11,483.15,1,5,0,2024,11,2851.2999999999997,1305.75,2223.12,1.0,1.0,0.0,53.470588235294116,60.02560007496686,17,2024-11-05,2022-05-11,391,1300,False,fugat,
42322,Anestesia,2024-10,1075.04,1,10,0,2024,10,4247.91,3214.54,2223.12,1.0,1.0,0.0,253.66666666666666,16.937794687883336,3,2024-10-23,2022-09-23,404,1165,False,fugat,
42322,Bioseguridad,2022-09,709.17,1,15,0,2022,9,709.17,709.17,1086.44,0.6527465851772761,1.0,377.2700000000001,,,0,2022-09-23,2022-09-23,1165,1165,False,fugat,
42324,Anestesia,2025-09,1063.02,1,10,0,2025,9,2226.95,2226.95,2223.12,1.0,1.0,0.0,157.5,25.5,2,2025-09-17,2024-11-06,75,390,False,fidel,
42329,Anestesia,2025-02,358.34,1,5,0,2025,2,2129.12,1075.02,2223.12,0.9577170822987513,1.0,94.0,203.0,105.21406750050109,5,2025-02-28,2022-05-20,276,1291,False,fidel,
42330,Anestesia,2025-11,599.43,1,7,0,2025,11,6718.84,1780.83,2223.12,1.0,1.0,0.0,97.15384615384616,51.52422306187817,13,2025-11-03,2022-05-20,28,1291,False,fidel,
42332,Anestesia,2025-04,992.6800000000001,1,15,0,2025,4,4537.17,2147.2,2223.12,1.0,1.0,0.0,177.16666666666666,98.37414407364479,6,2025-04-23,2022-05-26,222,1285,False,fidel,
42334,Anestesia,2024-03,486.36,1,5,1,2024,3,3209.15,1454.27,2223.12,1.0,1.0,0.0,109.33333333333333,30.83648632527527,6,2024-03-13,2022-05-27,628,1284,False,fugat,
42347,Anestesia,2025-11,99.54,1,1,0,2025,11,1305.89,298.62,2223.12,0.5874131850732305,0.5372989312317824,917.2299999999998,61.6,36.3103291089464,20,2025-11-04,2022-06-21,27,1259,False,promiscu,
42350,Anestesia,2025-02,1150.12,1,15,0,2025,2,3347.52,2468.39,2223.12,1.0,1.0,0.0,276.6666666666667,137.6888601965396,3,2025-02-24,2022-11-17,280,1110,False,fidel,
42350,Bioseguridad,2022-06,90.93,1,3,0,2022,6,90.93,90.93,1086.44,0.08369537204079379,0.33478148816317516,995.51,,,0,2022-06-14,2022-06-14,1266,1266,False,fugat,
42356,Anestesia,2025-11,599.4300000000001,1,7,0,2025,11,6400.46,1798.29,2223.12,1.0,1.0,0.0,111.45454545454545,28.198528770015443,11,2025-11-04,2022-06-27,27,1253,False,fidel,
42374,Bioseguridad,2024-07,385.84,1,12,0,2024,7,763.96,763.96,1667.34,0.45819089088008447,1.0,903.3799999999999,484.0,0.0,1,2024-07-24,2023-03-28,495,979,False,fugat,
42387,Anestesia,2023-03,1104.02,1,12,0,2023,3,1613.33,1613.33,2223.12,0.7257053150527187,1.0,609.79,203.0,0.0,1,2023-03-15,2022-08-24,992,1195,False,fugat,
42387,Bioseguridad,2023-04,378.31,1,12,0,2023,4,378.31,378.31,1086.44,0.3482106697102463,1.0,708.1300000000001,,,0,2023-04-20,2023-04-20,956,956,False,fugat,
42389,Anestesia,2025-05,308.88,1,5,0,2025,5,3225.86,1067.06,2223.12,1.0,1.0,0.0,124.25,59.25738350619271,8,2025-05-21,2022-08-31,194,1188,False,fidel,
42395,Anestesia,2025-11,699.72,1,8,1,2025,11,1865.47,1493.44,2223.12,0.8391224945122171,1.0,357.64999999999986,392.0,118.39763511151733,3,2025-11-28,2022-09-09,3,1179,False,fidel,
42396,Anestesia,2025-10,428.17,1,5,0,2025,10,4483.55,1438.31,2223.12,1.0,1.0,0.0,140.625,25.53887967394028,8,2025-10-08,2022-09-09,54,1179,False,fidel,
42403,Anestesia,2025-05,501.99,1,5,0,2025,5,2258.12,1648.71,2223.12,1.0,1.0,0.0,218.66666666666666,25.849994627121728,3,2025-05-12,2023-07-26,203,859,False,fidel,
42403,Bioseguridad,2025-05,275.44,1,3,0,2025,5,2330.41,1573.98,1086.44,1.0,1.0,0.0,199.0,40.761501444377636,4,2025-05-12,2023-03-08,203,999,False,fidel,
42407,Anestesia,2025-09,1234.66,1,15,0,2025,9,2326.29,2326.29,2223.12,1.0,1.0,0.0,237.0,95.0,2,2025-09-01,2024-05-15,91,565,False,fidel,
42410,Anestesia,2025-10,897.22,1,10,0,2025,10,3295.1,1706.71,2223.12,1.0,1.0,0.0,226.8,87.95089539055301,5,2025-10-29,2022-09-21,33,1167,False,fidel,
42426,Anestesia,2025-09,708.7,1,6,0,2025,9,9475.44,3564.21,1802.36,1.0,1.0,0.0,148.42857142857142,157.09038084842126,7,2025-09-25,2022-11-21,67,1106,False,fidel,
42428,Anestesia,2022-12,1058.27,1,10,0,2022,12,2116.54,2116.54,2223.12,0.9520583684191587,1.0,106.57999999999993,35.0,0.0,1,2022-12-02,2022-10-28,1095,1130,False,fugat,
42428,Bioseguridad,2022-12,600.0799999999999,1,15,0,2022,12,1200.1599999999999,1200.1599999999999,1086.44,1.0,1.0,0.0,35.0,0.0,1,2022-12-02,2022-10-28,1095,1130,False,fugat,
42432,Anestesia,2025-05,942.03,1,10,0,2025,5,6170.42,2950.91,3410.04,1.0,1.0,0.0,141.0,42.80965623158713,6,2025-05-27,2023-02-01,188,1034,False,fidel,
42445,Anestesia,2025-11,295.29,1,2,0,2025,11,1223.98,673.6,3410.04,0.3589342060503689,0.790137359092562,2186.06,241.25,75.59885911837559,4,2025-11-10,2023-03-21,21,986,False,promiscu,
42454,Anestesia,2025-11,531.51,1,6,1,2025,11,4128.52,1712.65,3410.04,1.0,1.0,0.0,156.42857142857142,88.44345593631664,7,2025-11-28,2022-11-29,3,1098,False,fidel,
42456,Anestesia,2022-12,538.1,1,0,0,2022,12,1199.45,1199.45,2223.12,0.5395345280506676,1.0,1023.6699999999998,14.0,0.0,1,2022-12-13,2022-11-29,1084,1098,False,fugat,
42469,Anestesia,2023-01,176.4,3,2,0,2023,1,261.9,261.9,3410.04,0.07680261815110673,0.3072104726044269,3148.14,7.75,7.949056547792323,4,2023-01-22,2022-12-22,1044,1075,False,fugat,
42483,Anestesia,2025-09,627.47,1,5,0,2025,9,2838.44,1070.4,3410.04,0.8323773328172104,1.0,571.5999999999999,138.71428571428572,56.99301783229813,7,2025-09-22,2023-01-25,70,1041,False,fidel,
42488,Anestesia,2025-11,177.16,1,2,1,2025,11,1467.19,808.9899999999999,4546.72,0.32269196255762395,0.7117130590843508,3079.53,226.25,80.20403668145389,4,2025-11-28,2023-06-07,3,908,False,promiscu,
42490,Anestesia,2025-09,623.41,1,5,0,2025,9,3685.65,1656.9699999999998,2223.12,1.0,1.0,0.0,125.85714285714286,187.0816693864157,7,2025-09-01,2023-04-04,91,972,False,fidel,
42490,Bioseguridad,2025-09,432.06,1,4,0,2025,9,2256.9900000000002,1349.66,1086.44,1.0,1.0,0.0,227.0,169.0251460582123,4,2025-09-01,2023-03-08,91,999,False,fidel,
42494,Anestesia,2025-08,240.21,1,3,0,2025,8,1877.2099999999998,640.56,2223.12,0.844403361042139,1.0,345.9100000000001,31.321428571428573,18.66634399016539,28,2025-08-06,2023-03-13,117,994,False,fidel,
42494,Bioseguridad,2025-10,66.16,1,1,0,2025,10,1168.18,197.26,1086.44,1.0,0.7262619196642244,0.0,67.78571428571429,37.13907947822342,14,2025-10-17,2023-03-13,45,994,True,en_risc,fidel
42498,Anestesia,2025-09,1853.01,1,25,0,2025,9,6233.09,3639.67,3410.04,1.0,1.0,0.0,156.66666666666666,157.1174366163377,6,2025-09-24,2023-02-27,68,1008,False,fidel,
